dataset,k,metric,threshold,bow,classifier,acc
title,0,_,0.0,tfidf,rfc,0.4195
title,0,_,0.0,tfidf,xgc,0.5645
title,0,_,0.0,tfidf,nnc,0.6265
title,0,_,0.0,count,rfc,0.428
title,0,_,0.0,count,xgc,0.552
title,0,_,0.0,count,nnc,0.612
title,0,_,0.0,bm25,rfc,0.429
title,0,_,0.0,bm25,xgc,0.553
title,0,_,0.0,bm25,nnc,0.632
