dataset,k,metric,threshold,bow,classifier,acc
title,25,eucl,0.1,tfidf,nnc,0.6195
title,25,eucl,0.1,count,rfc,0.432
title,25,eucl,0.1,count,xgc,0.587
title,25,eucl,0.1,count,nnc,0.634
title,25,eucl,0.1,bm25,rfc,0.4215
title,25,eucl,0.1,bm25,xgc,0.576
title,25,eucl,0.1,bm25,nnc,0.6175
title,25,sil,0.1,tfidf,rfc,0.4235
title,25,sil,0.1,tfidf,xgc,0.587
title,25,sil,0.1,tfidf,nnc,0.6255
title,25,sil,0.1,count,rfc,0.4085
title,25,sil,0.1,count,xgc,0.5615
title,25,sil,0.1,count,nnc,0.613
title,25,sil,0.1,bm25,rfc,0.4245
title,25,sil,0.1,bm25,xgc,0.571
title,25,sil,0.1,bm25,nnc,0.6175
title,25,eucl,0.2,tfidf,rfc,0.411
title,25,eucl,0.2,tfidf,xgc,0.56
title,25,eucl,0.2,tfidf,nnc,0.6225
title,25,eucl,0.2,count,rfc,0.425
title,25,eucl,0.2,count,xgc,0.5825
title,25,eucl,0.2,count,nnc,0.615
title,25,eucl,0.2,bm25,rfc,0.4215
title,25,eucl,0.2,bm25,xgc,0.5745
title,25,eucl,0.2,bm25,nnc,0.6195
title,25,sil,0.2,tfidf,rfc,0.4325
title,25,sil,0.2,tfidf,xgc,0.597
title,25,sil,0.2,tfidf,nnc,0.6275
title,25,sil,0.2,count,rfc,0.4285
title,25,sil,0.2,count,xgc,0.5515
title,25,sil,0.2,count,nnc,0.6195
title,25,sil,0.2,bm25,rfc,0.4365
title,25,sil,0.2,bm25,xgc,0.5565
title,25,sil,0.2,bm25,nnc,0.609
title,25,eucl,0.3,tfidf,rfc,0.4265
title,25,eucl,0.3,tfidf,xgc,0.559
title,25,eucl,0.3,tfidf,nnc,0.613
title,25,eucl,0.3,count,rfc,0.4315
title,25,eucl,0.3,count,xgc,0.589
title,25,eucl,0.3,count,nnc,0.6255
title,25,eucl,0.3,bm25,rfc,0.4235
title,25,eucl,0.3,bm25,xgc,0.579
title,25,eucl,0.3,bm25,nnc,0.621
title,25,sil,0.3,tfidf,rfc,0.4315
title,25,sil,0.3,tfidf,xgc,0.578
title,25,sil,0.3,tfidf,nnc,0.6335
title,25,sil,0.3,count,rfc,0.4245
title,25,sil,0.3,count,xgc,0.5725
title,25,sil,0.3,count,nnc,0.6125
title,25,sil,0.3,bm25,rfc,0.422
title,25,sil,0.3,bm25,xgc,0.564
title,25,sil,0.3,bm25,nnc,0.634
title,25,eucl,0.4,tfidf,rfc,0.426
title,25,eucl,0.4,tfidf,xgc,0.57
title,25,eucl,0.4,tfidf,nnc,0.632
title,25,eucl,0.4,count,rfc,0.4285
title,25,eucl,0.4,count,xgc,0.577
title,25,eucl,0.4,count,nnc,0.616
title,25,eucl,0.4,bm25,rfc,0.4115
title,25,eucl,0.4,bm25,xgc,0.5775
title,25,eucl,0.4,bm25,nnc,0.618
title,25,sil,0.4,tfidf,rfc,0.432
title,25,sil,0.4,tfidf,xgc,0.584
title,25,sil,0.4,tfidf,nnc,0.619
title,25,sil,0.4,count,rfc,0.428
title,25,sil,0.4,count,xgc,0.572
title,25,sil,0.4,count,nnc,0.625
title,25,sil,0.4,bm25,rfc,0.4135
title,25,sil,0.4,bm25,xgc,0.5625
title,25,sil,0.4,bm25,nnc,0.6245
title,25,eucl,0.5,tfidf,rfc,0.418
title,25,eucl,0.5,tfidf,xgc,0.5805
title,25,eucl,0.5,tfidf,nnc,0.606
title,25,eucl,0.5,count,rfc,0.434
title,25,eucl,0.5,count,xgc,0.5785
title,25,eucl,0.5,count,nnc,0.6255
title,25,eucl,0.5,bm25,rfc,0.4125
title,25,eucl,0.5,bm25,xgc,0.5725
title,25,eucl,0.5,bm25,nnc,0.6115
title,25,sil,0.5,tfidf,rfc,0.4165
title,25,sil,0.5,tfidf,xgc,0.5805
title,25,sil,0.5,tfidf,nnc,0.6305
title,25,sil,0.5,count,rfc,0.422
title,25,sil,0.5,count,xgc,0.577
title,25,sil,0.5,count,nnc,0.62
title,25,sil,0.5,bm25,rfc,0.4175
title,25,sil,0.5,bm25,xgc,0.5655
title,25,sil,0.5,bm25,nnc,0.613
title,50,eucl,0.1,tfidf,rfc,0.419
title,50,eucl,0.1,tfidf,xgc,0.5695
title,50,eucl,0.1,tfidf,nnc,0.626
title,50,eucl,0.1,count,rfc,0.413
title,50,eucl,0.1,count,xgc,0.567
title,50,eucl,0.1,count,nnc,0.6215
title,50,eucl,0.1,bm25,rfc,0.413
title,50,eucl,0.1,bm25,xgc,0.562
title,50,eucl,0.1,bm25,nnc,0.5935
title,50,sil,0.1,tfidf,rfc,0.4335
title,50,sil,0.1,tfidf,xgc,0.5715
title,50,sil,0.1,tfidf,nnc,0.6255
title,50,sil,0.1,count,rfc,0.4235
title,50,sil,0.1,count,xgc,0.566
title,50,sil,0.1,count,nnc,0.62
title,50,sil,0.1,bm25,rfc,0.4355
title,50,sil,0.1,bm25,xgc,0.568
title,50,sil,0.1,bm25,nnc,0.629
title,50,eucl,0.2,tfidf,rfc,0.421
title,50,eucl,0.2,tfidf,xgc,0.569
title,50,eucl,0.2,tfidf,nnc,0.6285
title,50,eucl,0.2,count,rfc,0.4195
title,50,eucl,0.2,count,xgc,0.5575
title,50,eucl,0.2,count,nnc,0.6165
title,50,eucl,0.2,bm25,rfc,0.4175
title,50,eucl,0.2,bm25,xgc,0.5545
title,50,eucl,0.2,bm25,nnc,0.596
title,50,sil,0.2,tfidf,rfc,0.4075
title,50,sil,0.2,tfidf,xgc,0.556
title,50,sil,0.2,tfidf,nnc,0.6105
title,50,sil,0.2,count,rfc,0.4265
title,50,sil,0.2,count,xgc,0.5695
title,50,sil,0.2,count,nnc,0.629
title,50,sil,0.2,bm25,rfc,0.42
title,50,sil,0.2,bm25,xgc,0.573
title,50,sil,0.2,bm25,nnc,0.627
title,50,eucl,0.3,tfidf,rfc,0.4405
title,50,eucl,0.3,tfidf,xgc,0.568
title,50,eucl,0.3,tfidf,nnc,0.63
title,50,eucl,0.3,count,rfc,0.413
title,50,eucl,0.3,count,xgc,0.557
title,50,eucl,0.3,count,nnc,0.6115
title,50,eucl,0.3,bm25,rfc,0.4185
title,50,eucl,0.3,bm25,xgc,0.562
title,50,eucl,0.3,bm25,nnc,0.5955
title,50,sil,0.3,tfidf,rfc,0.4145
title,50,sil,0.3,tfidf,xgc,0.565
title,50,sil,0.3,tfidf,nnc,0.616
title,50,sil,0.3,count,rfc,0.422
title,50,sil,0.3,count,xgc,0.5625
title,50,sil,0.3,count,nnc,0.6025
title,50,sil,0.3,bm25,rfc,0.426
title,50,sil,0.3,bm25,xgc,0.5785
title,50,sil,0.3,bm25,nnc,0.6245
title,50,eucl,0.4,tfidf,rfc,0.428
title,50,eucl,0.4,tfidf,xgc,0.559
title,50,eucl,0.4,tfidf,nnc,0.613
title,50,eucl,0.4,count,rfc,0.411
title,50,eucl,0.4,count,xgc,0.554
title,50,eucl,0.4,count,nnc,0.6195
title,50,eucl,0.4,bm25,rfc,0.4165
title,50,eucl,0.4,bm25,xgc,0.564
title,50,eucl,0.4,bm25,nnc,0.6115
title,50,sil,0.4,tfidf,rfc,0.4125
title,50,sil,0.4,tfidf,xgc,0.5565
title,50,sil,0.4,tfidf,nnc,0.59
title,50,sil,0.4,count,rfc,0.4145
title,50,sil,0.4,count,xgc,0.5645
title,50,sil,0.4,count,nnc,0.619
title,50,sil,0.4,bm25,rfc,0.409
title,50,sil,0.4,bm25,xgc,0.573
title,50,sil,0.4,bm25,nnc,0.609
title,50,eucl,0.5,tfidf,rfc,0.409
title,50,eucl,0.5,tfidf,xgc,0.5645
title,50,eucl,0.5,tfidf,nnc,0.6225
title,50,eucl,0.5,count,rfc,0.412
title,50,eucl,0.5,count,xgc,0.555
title,50,eucl,0.5,count,nnc,0.616
title,50,eucl,0.5,bm25,rfc,0.406
title,50,eucl,0.5,bm25,xgc,0.5605
title,50,eucl,0.5,bm25,nnc,0.6225
title,50,sil,0.5,tfidf,rfc,0.4125
title,50,sil,0.5,tfidf,xgc,0.5645
title,50,sil,0.5,tfidf,nnc,0.6115
title,50,sil,0.5,count,rfc,0.419
title,50,sil,0.5,count,xgc,0.571
title,50,sil,0.5,count,nnc,0.6235
title,50,sil,0.5,bm25,rfc,0.414
title,50,sil,0.5,bm25,xgc,0.578
title,50,sil,0.5,bm25,nnc,0.609
